caseid,createdatetime,fab,subject,username,productname,issuetype
case-20260625-00480,2026/6/25 11:52:25 AM,F18,[ees alarm:PM保養]f18_Tool-92的年度PM完成後於EES點選完工無法同步更新狀態,sam_liu,ees,PM保養
case-20260625-00481,2026/6/25 5:16:58 PM,F12A,[tcs/tap alarm:報表與查詢]f12a_Tool-35的工程師申請匯出昨日OHT搬運統計報表,john_lin,tcs/tap,報表與查詢
case-20260625-00482,2026/6/25 3:51:08 PM,F14A,[tcs/tap alarm:系統效能]f14a_General的尖峰排程時段TCS主機反應時間稍有波動,john_lin,tcs/tap,系統效能
case-20260625-00483,2026/6/25 8:10:59 AM,F18,[tcs/tap alarm:設備通訊]f18_General的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,chris_chao,tcs/tap,設備通訊
case-20260625-00484,2026/6/25 6:27:11 PM,F12B,[fdc alarm:模型維護]f12b_Tool-45的例行性FDC演算法閾值微調驗證,sam_liu,fdc,模型維護
case-20260625-00485,2026/6/25 3:56:09 PM,F15,[fdc alarm:模型維護]f15_Tool-41的例行性FDC演算法閾值微調驗證,alex_chen,fdc,模型維護
case-20260625-00486,2026/6/25 2:56:35 PM,F12A,[others alarm:帳號與權限]f12a_General的廠端新進作業員申請基礎檢視權限,tony_chang,others,帳號與權限
case-20260625-00487,2026/6/25 10:26:12 AM,F18,[others alarm:帳號與權限]f18_Tool-79的工程師忘記密碼導致帳號被鎖定,david_li,others,帳號與權限
case-20260626-00488,2026/6/26 8:45:22 PM,F15,[ees alarm:零件壽命]f15_Tool-54的更換消耗性零件後EES介面仍顯示壽命過期警告,tony_chang,ees,零件壽命
case-20260626-00489,2026/6/26 2:17:11 PM,F14A,[ees alarm:零件壽命]f14a_Tool-13的更換消耗性零件後EES介面仍顯示壽命過期警告,alex_chen,ees,零件壽命
case-20260626-00490,2026/6/26 8:30:33 PM,F15,[tcs/tap alarm:設備通訊]f15_Tool-30的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,sam_liu,tcs/tap,設備通訊
case-20260626-00491,2026/6/26 6:15:17 PM,F12B,[fdc alarm:模型維護]f12b_Tool-59的例行性FDC演算法閾值微調驗證,alex_chen,fdc,模型維護
case-20260626-00492,2026/6/26 10:15:37 AM,F18,[others alarm:帳號與權限]f18_Tool-85的工程師忘記密碼導致帳號被鎖定,sam_liu,others,帳號與權限
case-20260627-00493,2026/6/27 7:22:36 PM,F15,[ees alarm:零件壽命]f15_Tool-73的更換消耗性零件後EES介面仍顯示壽命過期警告,kevin_wang,ees,零件壽命
case-20260627-00494,2026/6/27 10:31:02 AM,F12A,[ees alarm:配方管理]f12a_General的修改參數後上傳EES主機回應逾時,john_lin,ees,配方管理
case-20260627-00495,2026/6/27 8:33:30 AM,F14A,[ees alarm:配方管理]f14a_Tool-35的修改參數後上傳EES主機回應逾時,alex_chen,ees,配方管理
case-20260627-00496,2026/6/27 7:11:58 PM,F12A,[tcs/tap alarm:帳號與權限]f12a_General的作業員請假交接暫時調整TAP機台控制權限,sam_liu,tcs/tap,帳號與權限
case-20260627-00497,2026/6/27 7:58:09 PM,F15,[tcs/tap alarm:自動搬運]f15_Tool-19的自動搬運系統指令重試後成功進料,john_lin,tcs/tap,自動搬運
case-20260627-00498,2026/6/27 6:25:37 PM,F14A,[fdc alarm:腔體警報]f14a_General的腔體即時壓力短暫碰觸UCL邊界,john_lin,fdc,腔體警報
case-20260627-00499,2026/6/27 10:46:27 AM,F18,[fdc alarm:模型維護]f18_General的例行性FDC演算法閾值微調驗證,tony_chang,fdc,模型維護
case-20260627-00500,2026/6/27 11:42:37 AM,F14B,[fdc alarm:模型維護]f14b_General的例行性FDC演算法閾值微調驗證,kevin_wang,fdc,模型維護
case-20260627-00501,2026/6/27 10:46:00 AM,F15,[others alarm:週邊設備]f15_General的標籤列印機無法收到網路列印指令,chris_chao,others,週邊設備
case-20260628-00502,2026/6/28 8:39:14 PM,F14B,[ees alarm:PM保養]f14b_General的年度PM完成後於EES點選完工無法同步更新狀態,john_lin,ees,PM保養
case-20260628-00503,2026/6/28 11:22:20 AM,F18,[ees alarm:零件壽命]f18_Tool-21的更換消耗性零件後EES介面仍顯示壽命過期警告,kevin_wang,ees,零件壽命
case-20260628-00504,2026/6/28 8:16:13 AM,F18,[tcs/tap alarm:自動搬運]f18_General的自動搬運系統指令重試後成功進料,david_li,tcs/tap,自動搬運
case-20260628-00505,2026/6/28 8:06:46 PM,F12A,[tcs/tap alarm:報表與查詢]f12a_General的工程師申請匯出昨日OHT搬運統計報表,alex_chen,tcs/tap,報表與查詢
case-20260628-00506,2026/6/28 10:56:26 AM,F14B,[fdc alarm:資料採集]f14b_General的短暫網路震盪導致FDC Log採集延遲,tony_chang,fdc,資料採集
case-20260628-00507,2026/6/28 9:53:30 AM,F12B,[fdc alarm:模型維護]f12b_Tool-14的例行性FDC演算法閾值微調驗證,david_li,fdc,模型維護
case-20260628-00508,2026/6/28 1:16:06 PM,F14A,[others alarm:帳號與權限]f14a_General的廠端新進作業員申請基礎檢視權限,john_lin,others,帳號與權限
case-20260629-00509,2026/6/29 7:04:35 PM,F14A,[ees alarm:帳號與權限]f14a_Tool-88的廠端新進作業員申請基礎檢視權限,john_lin,ees,帳號與權限
case-20260629-00510,2026/6/29 8:27:41 AM,F15,[tcs/tap alarm:設備通訊]f15_Tool-30的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,kevin_wang,tcs/tap,設備通訊
case-20260629-00511,2026/6/29 9:21:13 AM,F14B,[tcs/tap alarm:自動搬運]f14b_Tool-79的自動搬運系統指令重試後成功進料,david_li,tcs/tap,自動搬運
case-20260629-00512,2026/6/29 6:18:19 PM,F12A,[tcs/tap alarm:帳號與權限]f12a_General的作業員請假交接暫時調整TAP機台控制權限,david_li,tcs/tap,帳號與權限
case-20260629-00513,2026/6/29 3:09:03 PM,F12A,[fdc alarm:資料採集]f12a_Tool-47的短暫網路震盪導致FDC Log採集延遲,sam_liu,fdc,資料採集
case-20260629-00514,2026/6/29 11:06:01 AM,F12B,[fdc alarm:資料採集]f12b_Tool-20的短暫網路震盪導致FDC Log採集延遲,david_li,fdc,資料採集
case-20260629-00515,2026/6/29 9:19:50 AM,F14B,[fdc alarm:模型維護]f14b_Tool-94的例行性FDC演算法閾值微調驗證,chris_chao,fdc,模型維護
case-20260629-00516,2026/6/29 6:34:24 PM,F14A,[others alarm:帳號與權限]f14a_Tool-57的工程師忘記密碼導致帳號被鎖定,kevin_wang,others,帳號與權限
case-20260630-00517,2026/6/30 8:16:28 AM,F14A,[ees alarm:零件壽命]f14a_General的更換消耗性零件後EES介面仍顯示壽命過期警告,tony_chang,ees,零件壽命
case-20260630-00518,2026/6/30 5:03:09 PM,F12A,[ees alarm:帳號與權限]f12a_Tool-79的廠端新進作業員申請基礎檢視權限,john_lin,ees,帳號與權限
case-20260630-00519,2026/6/30 11:35:03 AM,F15,[tcs/tap alarm:報表與查詢]f15_Tool-78的工程師申請匯出昨日OHT搬運統計報表,chris_chao,tcs/tap,報表與查詢
case-20260630-00520,2026/6/30 3:36:56 PM,F14B,[tcs/tap alarm:系統效能]f14b_General的尖峰排程時段TCS主機反應時間稍有波動,david_li,tcs/tap,系統效能
case-20260630-00521,2026/6/30 7:02:32 PM,F12A,[tcs/tap alarm:派工作業]f12a_Tool-67的機台換批時派工佇列稍有延遲重整後正常,kevin_wang,tcs/tap,派工作業
case-20260630-00522,2026/6/30 11:51:12 AM,F12A,[fdc alarm:資料採集]f12a_Tool-97的短暫網路震盪導致FDC Log採集延遲,kevin_wang,fdc,資料採集
case-20260630-00523,2026/6/30 6:09:53 PM,F14A,[others alarm:帳號與權限]f14a_Tool-18的工程師忘記密碼導致帳號被鎖定,eric_huang,others,帳號與權限
case-20260701-00524,2026/7/1 4:25:35 PM,F14A,[ees alarm:帳號與權限]f14a_Tool-11的廠端新進作業員申請基礎檢視權限,sam_liu,ees,帳號與權限
case-20260701-00525,2026/7/1 9:26:09 AM,F15,[ees alarm:PM保養]f15_Tool-22的年度PM完成後於EES點選完工無法同步更新狀態,kevin_wang,ees,PM保養
case-20260701-00526,2026/7/1 8:18:55 PM,F14A,[tcs/tap alarm:系統效能]f14a_General的尖峰排程時段TCS主機反應時間稍有波動,sam_liu,tcs/tap,系統效能
case-20260701-00527,2026/7/1 5:38:30 PM,F12B,[tcs/tap alarm:配方管理]f12b_Track-03的準備跑新批次時TAP下載Recipe失敗顯示網路逾時,alex_chen,tcs/tap,配方管理
case-20260701-00528,2026/7/1 8:25:56 AM,F12A,[tcs/tap alarm:自動搬運]f12a_Tool-44的自動搬運系統指令重試後成功進料,sam_liu,tcs/tap,自動搬運
case-20260701-00529,2026/7/1 1:52:50 PM,F14A,[fdc alarm:資料採集]f14a_General的短暫網路震盪導致FDC Log採集延遲,eric_huang,fdc,資料採集
case-20260701-00530,2026/7/1 6:06:55 PM,F12B,[others alarm:週邊設備]f12b_General的標籤列印機無法收到網路列印指令,david_li,others,週邊設備
case-20260701-00531,2026/7/1 3:49:52 PM,F14A,[others alarm:週邊設備]f14a_Tool-87的標籤列印機無法收到網路列印指令,sam_liu,others,週邊設備
case-20260701-00532,2026/7/1 9:12:28 AM,F14B,[others alarm:帳號與權限]f14b_Tool-76的廠端新進作業員申請基礎檢視權限,david_li,others,帳號與權限
case-20260702-00533,2026/7/2 4:50:10 PM,F14A,[ees alarm:配方管理]f14a_Tool-61的修改參數後上傳EES主機回應逾時,john_lin,ees,配方管理
case-20260702-00534,2026/7/2 10:12:56 AM,F12B,[tcs/tap alarm:設備通訊]f12b_General的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,david_li,tcs/tap,設備通訊
case-20260702-00535,2026/7/2 1:45:12 PM,F12B,[tcs/tap alarm:設備通訊]f12b_Tool-30的刷批次條碼後跳出SECS/GEM通訊逾時(ERR_TIMEOUT_0x8004),eric_huang,tcs/tap,設備通訊
case-20260702-00536,2026/7/2 6:01:15 PM,F12B,[tcs/tap alarm:設備通訊]f12b_Track-03的黃光區無法進料請派員確認網路或主機連線,sam_liu,tcs/tap,設備通訊
case-20260702-00537,2026/7/2 4:22:22 PM,F14A,[fdc alarm:感測器異常]f14a_Tool-98的單一Sensor SVID採樣週期跳動,kevin_wang,fdc,感測器異常
case-20260702-00538,2026/7/2 12:01:24 PM,F12B,[fdc alarm:腔體警報]f12b_Tool-37的腔體即時壓力短暫碰觸UCL邊界,alex_chen,fdc,腔體警報
case-20260702-00539,2026/7/2 6:14:43 PM,F14A,[fdc alarm:感測器異常]f14a_Tool-75的單一Sensor SVID採樣週期跳動,david_li,fdc,感測器異常
case-20260702-00540,2026/7/2 8:30:58 AM,F18,[others alarm:帳號與權限]f18_General的工程師忘記密碼導致帳號被鎖定,kevin_wang,others,帳號與權限
case-20260702-00541,2026/7/2 11:16:38 AM,F18,[others alarm:帳號與權限]f18_Tool-92的廠端新進作業員申請基礎檢視權限,eric_huang,others,帳號與權限
case-20260702-00542,2026/7/2 2:57:24 PM,F14B,[others alarm:帳號與權限]f14b_General的廠端新進作業員申請基礎檢視權限,sam_liu,others,帳號與權限
case-20260703-00543,2026/7/3 6:33:52 PM,F15,[ees alarm:零件壽命]f15_General的更換消耗性零件後EES介面仍顯示壽命過期警告,chris_chao,ees,零件壽命
case-20260703-00544,2026/7/3 4:41:38 PM,F14A,[ees alarm:PM保養]f14a_Tool-71的年度PM完成後於EES點選完工無法同步更新狀態,eric_huang,ees,PM保養
case-20260703-00545,2026/7/3 6:20:55 PM,F12B,[tcs/tap alarm:設備通訊]f12b_Track-03的軟體跳出與TCS/TAP主機中斷連線重啟依然失敗,eric_huang,tcs/tap,設備通訊
case-20260703-00546,2026/7/3 8:51:54 AM,F18,[tcs/tap alarm:設備通訊]f18_General的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,chris_chao,tcs/tap,設備通訊
case-20260703-00547,2026/7/3 6:31:18 PM,F14B,[tcs/tap alarm:設備通訊]f14b_General的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,eric_huang,tcs/tap,設備通訊
case-20260703-00548,2026/7/3 5:45:36 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Tool-30的黃光區無法進料請派員確認網路或主機連線,david_li,tcs/tap,設備通訊
case-20260703-00549,2026/7/3 6:22:32 PM,F18,[tcs/tap alarm:自動搬運]f18_Tool-33的自動搬運系統指令重試後成功進料,eric_huang,tcs/tap,自動搬運
case-20260703-00550,2026/7/3 3:08:47 PM,F18,[fdc alarm:模型維護]f18_Tool-33的例行性FDC演算法閾值微調驗證,eric_huang,fdc,模型維護
case-20260703-00551,2026/7/3 9:14:22 AM,F18,[others alarm:帳號與權限]f18_Tool-63的廠端新進作業員申請基礎檢視權限,david_li,others,帳號與權限
case-20260703-00552,2026/7/3 1:16:37 PM,F14B,[others alarm:帳號與權限]f14b_Tool-70的工程師忘記密碼導致帳號被鎖定,eric_huang,others,帳號與權限
case-20260703-00553,2026/7/3 6:37:37 PM,F14B,[others alarm:帳號與權限]f14b_Tool-74的工程師忘記密碼導致帳號被鎖定,john_lin,others,帳號與權限
case-20260704-00554,2026/7/4 2:33:19 PM,F12A,[ees alarm:配方管理]f12a_Tool-29的修改參數後上傳EES主機回應逾時,chris_chao,ees,配方管理
case-20260704-00555,2026/7/4 11:21:26 AM,F12B,[ees alarm:配方管理]f12b_General的修改參數後上傳EES主機回應逾時,tony_chang,ees,配方管理
case-20260704-00556,2026/7/4 8:05:31 PM,F18,[ees alarm:PM保養]f18_Tool-50的年度PM完成後於EES點選完工無法同步更新狀態,sam_liu,ees,PM保養
case-20260704-00557,2026/7/4 12:13:48 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的刷批次條碼後跳出SECS/GEM通訊逾時(ERR_TIMEOUT_0x8004),kevin_wang,tcs/tap,設備通訊
case-20260704-00558,2026/7/4 10:39:27 AM,F12B,[tcs/tap alarm:派工作業]f12b_Track-03的按Dispatch沒有反應卡在通訊等待狀態,chris_chao,tcs/tap,派工作業
case-20260704-00559,2026/7/4 4:12:46 PM,F14A,[tcs/tap alarm:派工作業]f14a_Tool-77的機台換批時派工佇列稍有延遲重整後正常,sam_liu,tcs/tap,派工作業
case-20260704-00560,2026/7/4 8:43:00 AM,F12B,[tcs/tap alarm:設備通訊]f12b_Track-03的刷批次條碼後跳出SECS/GEM通訊逾時(ERR_TIMEOUT_0x8004),david_li,tcs/tap,設備通訊
case-20260704-00561,2026/7/4 2:32:37 PM,F12A,[tcs/tap alarm:資料過帳]f12a_Track-03的派工作業異常中斷顯示Remote Host Closed Connection,eric_huang,tcs/tap,資料過帳
case-20260704-00562,2026/7/4 3:46:33 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的黃光區無法進料請派員確認網路或主機連線,sam_liu,tcs/tap,設備通訊
case-20260704-00563,2026/7/4 8:12:10 PM,F12A,[fdc alarm:腔體警報]f12a_General的腔體即時壓力短暫碰觸UCL邊界,chris_chao,fdc,腔體警報
case-20260704-00564,2026/7/4 11:46:01 AM,F12A,[fdc alarm:感測器異常]f12a_General的單一Sensor SVID採樣週期跳動,kevin_wang,fdc,感測器異常
case-20260704-00565,2026/7/4 6:16:49 PM,F15,[others alarm:帳號與權限]f15_Tool-94的工程師忘記密碼導致帳號被鎖定,alex_chen,others,帳號與權限
case-20260704-00566,2026/7/4 6:53:01 PM,F18,[others alarm:帳號與權限]f18_General的廠端新進作業員申請基礎檢視權限,alex_chen,others,帳號與權限
case-20260705-00567,2026/7/5 9:35:16 AM,F18,[ees alarm:PM保養]f18_General的年度PM完成後於EES點選完工無法同步更新狀態,tony_chang,ees,PM保養
case-20260705-00568,2026/7/5 12:26:42 PM,F18,[ees alarm:配方管理]f18_Tool-89的修改參數後上傳EES主機回應逾時,john_lin,ees,配方管理
case-20260705-00569,2026/7/5 4:46:39 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的軟體跳出與TCS/TAP主機中斷連線重啟依然失敗,john_lin,tcs/tap,設備通訊
case-20260705-00570,2026/7/5 8:16:53 PM,F12B,[tcs/tap alarm:派工作業]f12b_Track-03的按Dispatch沒有反應卡在通訊等待狀態,david_li,tcs/tap,派工作業
case-20260705-00571,2026/7/5 4:31:58 PM,F14B,[tcs/tap alarm:設備通訊]f14b_General的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,david_li,tcs/tap,設備通訊
case-20260705-00572,2026/7/5 6:05:58 PM,F15,[fdc alarm:感測器異常]f15_Tool-29的單一Sensor SVID採樣週期跳動,john_lin,fdc,感測器異常
case-20260705-00573,2026/7/5 9:46:46 AM,F14A,[others alarm:帳號與權限]f14a_Tool-68的廠端新進作業員申請基礎檢視權限,john_lin,others,帳號與權限
case-20260705-00574,2026/7/5 12:29:03 PM,F12B,[others alarm:帳號與權限]f12b_Tool-47的廠端新進作業員申請基礎檢視權限,john_lin,others,帳號與權限
case-20260705-00575,2026/7/5 8:43:20 PM,F18,[others alarm:帳號與權限]f18_General的工程師忘記密碼導致帳號被鎖定,chris_chao,others,帳號與權限
case-20260706-00576,2026/7/6 10:42:41 AM,F14A,[ees alarm:帳號與權限]f14a_General的廠端新進作業員申請基礎檢視權限,kevin_wang,ees,帳號與權限
case-20260706-00577,2026/7/6 7:05:23 PM,F12B,[tcs/tap alarm:設備通訊]f12b_Track-03的黃光區無法進料請派員確認網路或主機連線,sam_liu,tcs/tap,設備通訊
case-20260706-00578,2026/7/6 12:53:24 PM,F18,[tcs/tap alarm:設備通訊]f18_Tool-31的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,tony_chang,tcs/tap,設備通訊
case-20260706-00579,2026/7/6 10:44:46 AM,F12B,[tcs/tap alarm:帳號與權限]f12b_General的作業員請假交接暫時調整TAP機台控制權限,alex_chen,tcs/tap,帳號與權限
case-20260706-00580,2026/7/6 3:51:36 PM,F12B,[tcs/tap alarm:派工作業]f12b_Tool-29的按Dispatch沒有反應卡在通訊等待狀態,tony_chang,tcs/tap,派工作業
case-20260706-00581,2026/7/6 6:56:53 PM,F12B,[tcs/tap alarm:配方管理]f12b_Track-03的準備跑新批次時TAP下載Recipe失敗顯示網路逾時,kevin_wang,tcs/tap,配方管理
case-20260706-00582,2026/7/6 8:04:16 AM,F12A,[fdc alarm:腔體警報]f12a_Tool-96的腔體即時壓力短暫碰觸UCL邊界,sam_liu,fdc,腔體警報
case-20260706-00583,2026/7/6 6:55:21 PM,F14B,[fdc alarm:資料採集]f14b_Tool-41的短暫網路震盪導致FDC Log採集延遲,john_lin,fdc,資料採集
case-20260706-00584,2026/7/6 6:43:41 PM,F12B,[others alarm:週邊設備]f12b_Tool-81的標籤列印機無法收到網路列印指令,chris_chao,others,週邊設備
case-20260706-00585,2026/7/6 8:00:41 AM,F15,[others alarm:帳號與權限]f15_Tool-73的工程師忘記密碼導致帳號被鎖定,kevin_wang,others,帳號與權限
case-20260707-00586,2026/7/7 8:31:20 PM,F14A,[ees alarm:配方管理]f14a_Tool-16的修改參數後上傳EES主機回應逾時,david_li,ees,配方管理
case-20260707-00587,2026/7/7 2:52:15 PM,F12B,[tcs/tap alarm:設備通訊]f12b_Track-03的黃光區無法進料請派員確認網路或主機連線,john_lin,tcs/tap,設備通訊
case-20260707-00588,2026/7/7 3:20:07 PM,F12A,[tcs/tap alarm:系統效能]f12a_General的尖峰排程時段TCS主機反應時間稍有波動,tony_chang,tcs/tap,系統效能
case-20260707-00589,2026/7/7 8:35:35 AM,F15,[tcs/tap alarm:自動搬運]f15_Tool-91的自動搬運系統指令重試後成功進料,alex_chen,tcs/tap,自動搬運
case-20260707-00590,2026/7/7 4:35:13 PM,F14A,[tcs/tap alarm:系統效能]f14a_Tool-38的尖峰排程時段TCS主機反應時間稍有波動,tony_chang,tcs/tap,系統效能
case-20260707-00591,2026/7/7 1:35:49 PM,F14A,[tcs/tap alarm:設備通訊]f14a_Tool-24的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,tony_chang,tcs/tap,設備通訊
case-20260707-00592,2026/7/7 8:42:14 PM,F12B,[tcs/tap alarm:設備通訊]f12b_Tool-21的刷批次條碼後跳出SECS/GEM通訊逾時(ERR_TIMEOUT_0x8004),alex_chen,tcs/tap,設備通訊
case-20260707-00593,2026/7/7 10:31:08 AM,F12A,[fdc alarm:腔體警報]f12a_General的腔體即時壓力短暫碰觸UCL邊界,chris_chao,fdc,腔體警報
case-20260707-00594,2026/7/7 9:59:54 AM,F12B,[others alarm:週邊設備]f12b_Tool-34的標籤列印機無法收到網路列印指令,chris_chao,others,週邊設備
case-20260708-00595,2026/7/8 9:48:26 AM,F18,[ees alarm:PM保養]f18_Tool-85的年度PM完成後於EES點選完工無法同步更新狀態,alex_chen,ees,PM保養
case-20260708-00596,2026/7/8 8:57:28 PM,F18,[ees alarm:配方管理]f18_Tool-74的修改參數後上傳EES主機回應逾時,tony_chang,ees,配方管理
case-20260708-00597,2026/7/8 4:47:03 PM,F14B,[tcs/tap alarm:報表與查詢]f14b_Tool-32的工程師申請匯出昨日OHT搬運統計報表,chris_chao,tcs/tap,報表與查詢
case-20260708-00598,2026/7/8 5:11:46 PM,F12B,[tcs/tap alarm:配方管理]f12b_Tool-22的準備跑新批次時TAP下載Recipe失敗顯示網路逾時,kevin_wang,tcs/tap,配方管理
case-20260708-00599,2026/7/8 5:58:44 PM,F12B,[tcs/tap alarm:派工作業]f12b_Tool-24的生產完畢後無法回傳結果至TCS/TAP卡站逾時,david_li,tcs/tap,派工作業
case-20260708-00600,2026/7/8 2:38:44 PM,F18,[fdc alarm:腔體警報]f18_Tool-50的腔體即時壓力短暫碰觸UCL邊界,eric_huang,fdc,腔體警報
case-20260708-00601,2026/7/8 11:39:45 AM,F18,[others alarm:週邊設備]f18_General的標籤列印機無法收到網路列印指令,eric_huang,others,週邊設備
case-20260709-00602,2026/7/9 7:41:11 PM,F18,[ees alarm:零件壽命]f18_General的更換消耗性零件後EES介面仍顯示壽命過期警告,sam_liu,ees,零件壽命
case-20260709-00603,2026/7/9 5:36:42 PM,F15,[tcs/tap alarm:系統效能]f15_General的尖峰排程時段TCS主機反應時間稍有波動,chris_chao,tcs/tap,系統效能
case-20260709-00604,2026/7/9 8:00:33 PM,F12A,[tcs/tap alarm:派工作業]f12a_Track-03的按Dispatch沒有反應卡在通訊等待狀態,john_lin,tcs/tap,派工作業
case-20260709-00605,2026/7/9 11:17:48 AM,F18,[tcs/tap alarm:設備通訊]f18_General的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,kevin_wang,tcs/tap,設備通訊
case-20260709-00606,2026/7/9 7:50:18 PM,F12A,[tcs/tap alarm:系統效能]f12a_General的尖峰排程時段TCS主機反應時間稍有波動,david_li,tcs/tap,系統效能
case-20260709-00607,2026/7/9 9:39:55 AM,F15,[tcs/tap alarm:帳號與權限]f15_General的作業員請假交接暫時調整TAP機台控制權限,david_li,tcs/tap,帳號與權限
case-20260709-00608,2026/7/9 8:50:51 PM,F12A,[tcs/tap alarm:系統效能]f12a_Tool-59的尖峰排程時段TCS主機反應時間稍有波動,eric_huang,tcs/tap,系統效能
case-20260709-00609,2026/7/9 1:35:03 PM,F18,[fdc alarm:資料採集]f18_General的短暫網路震盪導致FDC Log採集延遲,alex_chen,fdc,資料採集
case-20260709-00610,2026/7/9 11:58:40 AM,F15,[fdc alarm:腔體警報]f15_Tool-87的腔體即時壓力短暫碰觸UCL邊界,sam_liu,fdc,腔體警報
case-20260709-00611,2026/7/9 8:46:12 PM,F14B,[fdc alarm:感測器異常]f14b_General的單一Sensor SVID採樣週期跳動,eric_huang,fdc,感測器異常
case-20260709-00612,2026/7/9 10:47:32 AM,F14B,[others alarm:帳號與權限]f14b_General的廠端新進作業員申請基礎檢視權限,john_lin,others,帳號與權限
case-20260710-00613,2026/7/10 12:08:10 PM,F12A,[ees alarm:配方管理]f12a_General的修改參數後上傳EES主機回應逾時,eric_huang,ees,配方管理
case-20260710-00614,2026/7/10 8:09:59 AM,F15,[ees alarm:零件壽命]f15_General的更換消耗性零件後EES介面仍顯示壽命過期警告,sam_liu,ees,零件壽命
case-20260710-00615,2026/7/10 3:50:36 PM,F12A,[ees alarm:配方管理]f12a_Tool-50的修改參數後上傳EES主機回應逾時,sam_liu,ees,配方管理
case-20260710-00616,2026/7/10 8:32:10 PM,F12B,[tcs/tap alarm:設備通訊]f12b_Track-03的軟體跳出與TCS/TAP主機中斷連線重啟依然失敗,chris_chao,tcs/tap,設備通訊
case-20260710-00617,2026/7/10 11:42:21 AM,F12A,[tcs/tap alarm:設備通訊]f12a_Tool-29的黃光區無法進料請派員確認網路或主機連線,sam_liu,tcs/tap,設備通訊
case-20260710-00618,2026/7/10 4:52:48 PM,F12B,[tcs/tap alarm:設備通訊]f12b_Track-03的軟體跳出與TCS/TAP主機中斷連線重啟依然失敗,alex_chen,tcs/tap,設備通訊
case-20260710-00619,2026/7/10 6:56:20 PM,F12A,[fdc alarm:模型維護]f12a_General的例行性FDC演算法閾值微調驗證,chris_chao,fdc,模型維護
case-20260710-00620,2026/7/10 4:52:49 PM,F15,[others alarm:帳號與權限]f15_Tool-67的廠端新進作業員申請基礎檢視權限,sam_liu,others,帳號與權限
case-20260711-00621,2026/7/11 12:57:41 PM,F14A,[ees alarm:配方管理]f14a_Tool-22的修改參數後上傳EES主機回應逾時,david_li,ees,配方管理
case-20260711-00622,2026/7/11 6:04:13 PM,F14B,[tcs/tap alarm:帳號與權限]f14b_Tool-36的作業員請假交接暫時調整TAP機台控制權限,david_li,tcs/tap,帳號與權限
case-20260711-00623,2026/7/11 7:56:47 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Tool-29的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,chris_chao,tcs/tap,設備通訊
case-20260711-00624,2026/7/11 3:45:21 PM,F12A,[tcs/tap alarm:資料過帳]f12a_Track-03的派工作業異常中斷顯示Remote Host Closed Connection,alex_chen,tcs/tap,資料過帳
case-20260711-00625,2026/7/11 9:36:52 AM,F14A,[fdc alarm:資料採集]f14a_Tool-67的短暫網路震盪導致FDC Log採集延遲,david_li,fdc,資料採集
case-20260711-00626,2026/7/11 2:20:01 PM,F18,[fdc alarm:感測器異常]f18_General的單一Sensor SVID採樣週期跳動,chris_chao,fdc,感測器異常
case-20260711-00627,2026/7/11 6:46:39 PM,F18,[fdc alarm:感測器異常]f18_Tool-99的單一Sensor SVID採樣週期跳動,john_lin,fdc,感測器異常
case-20260711-00628,2026/7/11 4:06:18 PM,F15,[others alarm:帳號與權限]f15_General的廠端新進作業員申請基礎檢視權限,eric_huang,others,帳號與權限
case-20260711-00629,2026/7/11 2:25:52 PM,F14B,[others alarm:帳號與權限]f14b_General的工程師忘記密碼導致帳號被鎖定,alex_chen,others,帳號與權限
case-20260712-00630,2026/7/12 7:25:50 PM,F18,[ees alarm:零件壽命]f18_General的更換消耗性零件後EES介面仍顯示壽命過期警告,eric_huang,ees,零件壽命
case-20260712-00631,2026/7/12 9:02:00 AM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的設備燈號變紅TCS介面顯示處於Invalid State,chris_chao,tcs/tap,設備通訊
case-20260712-00632,2026/7/12 11:26:57 AM,F12A,[tcs/tap alarm:設備通訊]f12a_Tool-18的軟體跳出與TCS/TAP主機中斷連線重啟依然失敗,kevin_wang,tcs/tap,設備通訊
case-20260712-00633,2026/7/12 9:11:42 AM,F15,[tcs/tap alarm:設備通訊]f15_Tool-80的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,alex_chen,tcs/tap,設備通訊
case-20260712-00634,2026/7/12 12:42:04 PM,F12B,[tcs/tap alarm:派工作業]f12b_Tool-21的生產完畢後無法回傳結果至TCS/TAP卡站逾時,eric_huang,tcs/tap,派工作業
